tweet_text,senti-score,senti-type,all_hashtags,favorite_count,retweet_count,created_at,username,followers_count,location
"Meet Galen Armstrong, 31, the father of twins and an organizer with For Our Kids, a national network of parents and grandparents asking for meaningful action on #climatechange.  https://t.co/mLOFwWAHzV",0.82571,positive,"[{'text': 'climatechange', 'indices': [161, 175]}]",3,0,2020-11-09 12:30:37,NatObserver,63557,North America
"In case you hadn’t noticed, things aren’t fine with our planet. But as Greta Thunberg would say, some of us still aren’t panicking enough. #climatechange #GretaThunberg  https://t.co/y6khCKOTOD https://t.co/VXTcLHZBHE",0.35256,neutral,"[{'text': 'climatechange', 'indices': [139, 153]}, {'text': 'GretaThunberg', 'indices': [154, 168]}]",0,0,2020-11-09 12:30:35,Mashable_ME,310,"Dubai, United Arab Emirates"
👊Isn’t being a hypocrite part of the definition of a politician⁉️ ‘Hypocrites and greenwash’: Greta Thunberg blasts leaders over CC‼️ Greta should we try a different approach❓ #virus #demonstration #greta #gretathunberg #climatechange #kickass #climatestrike #climate #bhfyp https://t.co/bVjKDL2eye,0.65927,positive,"[{'text': 'virus', 'indices': [176, 182]}, {'text': 'demonstration', 'indices': [183, 197]}, {'text': 'greta', 'indices': [198, 204]}, {'text': 'gretathunberg', 'indices': [205, 219]}, {'text': 'climatechange', 'indices': [220, 234]}, {'text': 'kickass', 'indices': [235, 243]}, {'text': 'climatestrike', 'indices': [244, 258]}, {'text': 'climate', 'indices': [259, 267]}, {'text': 'bhfyp', 'indices': [268, 274]}]",2,0,2020-11-09 12:30:19,TheTribune2020,229,"Washington, DC"
Europe urgently needs to have a conversation about its #climate policies. Let us not be remembered as the generation that cut temperatures by less than one-hundredth of a degree for trillions of euro.  #climatechange  Learn more in my latest oped: https://t.co/fkyiWJyqQX https://t.co/S4TaDF7Vts,0.90374,positive,"[{'text': 'climate', 'indices': [55, 63]}, {'text': 'climatechange', 'indices': [202, 216]}]",70,22,2020-11-09 12:30:17,BjornLomborg,70467,Prague
"We're very excited to announce our involvement in the Amplify Global Insights Summit 2020.   Our MD, @SnellingLiam will be talking about building a carbon data engine to help the fight against #climatechange.  Tune in on Friday, 13th November at 9:15 am👇  https://t.co/Tp13oz3N7a",2.4900399999999996,positive,"[{'text': 'climatechange', 'indices': [193, 207]}]",0,0,2020-11-09 12:30:12,detoxLDN,432,"Location: London, UK"
So exciting to hear that @foeireland &amp; @LittleIslandBks are crowdfunding to produce Ireland’s most eco-friendly children’s book about #climatechange. Written by @OisinMcGann it's sure to inspire young minds! Chip in at https://t.co/4Dg3sSsRU5 #HopefulGuide @AshleyHouseInk https://t.co/SA750MUrCN,2.5310799999999998,positive,"[{'text': 'climatechange', 'indices': [138, 152]}, {'text': 'HopefulGuide', 'indices': [247, 260]}]",3,0,2020-11-09 12:30:09,KidsBooksIrel,15869,Ireland
"The Reading Climate Festival is happening this week. A week of free, online events to inspire the people of Reading to act on climate change #ClimateChange #GreenEnergy   https://t.co/ZnPpSCoFJl https://t.co/Hbz5NxENbQ",1.17041,positive,"[{'text': 'ClimateChange', 'indices': [141, 155]}, {'text': 'GreenEnergy', 'indices': [156, 168]}]",0,0,2020-11-09 12:30:07,CarterElectrics,57,"Reading, UK"
Jeff Bezos has pledged $10bn to help fight #climatechange. Here’s how he plans to spend it: https://t.co/8txFuSH2Cf #nonprofit,0.35248999999999997,neutral,"[{'text': 'climatechange', 'indices': [43, 57]}, {'text': 'nonprofit', 'indices': [116, 126]}]",0,0,2020-11-09 12:30:00,PhilanthropyAge,3178,UAE
"Teachers: during #InternationalEducationWeek, @Schools_British and @eTwinningUK are offering free classroom resources and a range of workshops throughout November focused on #ClimateChange 🌍 Find out more ➡ https://t.co/MpUS0LqyQw #eTw4Climate https://t.co/J4YfRLM5pX",1.55768,positive,"[{'text': 'InternationalEducationWeek', 'indices': [17, 44]}, {'text': 'ClimateChange', 'indices': [174, 188]}, {'text': 'eTw4Climate', 'indices': [231, 243]}]",1,1,2020-11-09 12:30:00,erasmusplusUK,11828,UK
Calling all Farmers and Growers! Please complete this survey on #farminguk #climatechange and the environment and be entered into a draw for a £25 Amazon voucher – it will take less than 10 mins! 👉 https://t.co/tJ6Xs6H3GG  @UCLan,1.9868599999999998,positive,"[{'text': 'farminguk', 'indices': [64, 74]}, {'text': 'climatechange', 'indices': [75, 89]}]",0,0,2020-11-09 12:30:00,SoilsAlliance,4951,"Bristol, England"
@Jewelanland @pazuzumycete @CTVNews https://t.co/wQRqapvxgC PS: The public needs to concern themselves with the same Corperations calling for #ClimateChange Still doing #Fracking and poisoning the skies above.. https://t.co/1tPDTFSUb5,-0.6265700000000001,negative,"[{'text': 'ClimateChange', 'indices': [142, 156]}, {'text': 'Fracking', 'indices': [169, 178]}]",0,0,2020-11-09 12:29:20,YvonneGetcarter,2634,Here - There & Everywhere❗️
"📢In this special episode looking at the #USElections2020, we discuss what #Biden administration will mean for global efforts to tackle #climatechange and transition towards cleaner #energy. Guests: Ketil Raknes and Trevor Sikorski. Listen: https://t.co/sI7w7p2jgr #USA #podcast https://t.co/4xoRwwlSq1",-0.5193399999999999,negative,"[{'text': 'USElections2020', 'indices': [40, 56]}, {'text': 'Biden', 'indices': [74, 80]}, {'text': 'climatechange', 'indices': [135, 149]}, {'text': 'energy', 'indices': [181, 188]}, {'text': 'USA', 'indices': [264, 268]}, {'text': 'podcast', 'indices': [269, 277]}]",0,0,2020-11-09 12:28:54,MontelWeekly,47,Oslo
"Encouraging to see that America is once again ready to join the efforts to tackle the ""existential threat"" rising temperatures pose, after previously leaving the #ParisClimateAccord. The only way we will prevent #climatechange is by working together. https://t.co/o4sukMxxxw",0.78171,positive,"[{'text': 'ParisClimateAccord', 'indices': [162, 181]}, {'text': 'climatechange', 'indices': [212, 226]}]",0,0,2020-11-09 12:28:09,arochaint,3476,"London, UK"
20 #climatechange documentaries you need to watch because this planet is NOT fine #PlanetEarth #Earth #ClimateEmergency #ClimateAction #GreenEconomy #EarthDemocracy  https://t.co/Oqi5dT8NzF,0.22360999999999998,neutral,"[{'text': 'climatechange', 'indices': [3, 17]}, {'text': 'PlanetEarth', 'indices': [82, 94]}, {'text': 'Earth', 'indices': [95, 101]}, {'text': 'ClimateEmergency', 'indices': [102, 119]}, {'text': 'ClimateAction', 'indices': [120, 134]}, {'text': 'GreenEconomy', 'indices': [135, 148]}, {'text': 'EarthDemocracy', 'indices': [149, 164]}]",0,1,2020-11-09 12:28:05,InnovArch,1356,"Boston, MA"
It was great to meet @COP25CL high level climate champion @gmunozabogabir to discuss all things #climatechange. Here's a write up of our discussion via the new @UNFCCC #RaceToZero platform.  https://t.co/VxRsRhXUmP,1.50574,positive,"[{'text': 'climatechange', 'indices': [96, 110]}, {'text': 'RaceToZero', 'indices': [168, 179]}]",2,1,2020-11-09 12:27:57,ejcrobinson,1083,"London, previously Brussels"
Alaska's new climate threat: tsunamis linked to melting permafrost #ClimateChange via https://t.co/EgBaOSV4Ld https://t.co/DSMR37vfqq,0.0,neutral,"[{'text': 'ClimateChange', 'indices': [67, 81]}]",1,2,2020-11-09 12:27:09,SENDEROPRESS,1511,Venezuela
"No, no. #ClimateChange can't be REAL, right? It's 78°F in the second week of #November. This happens all the time, NOW. #EXTREME is the new NORMAL.",0.57966,positive,"[{'text': 'ClimateChange', 'indices': [8, 22]}, {'text': 'November', 'indices': [77, 86]}, {'text': 'EXTREME', 'indices': [120, 128]}]",2,0,2020-11-09 12:26:43,Boiarski,17301,3rd planet from the sun
Join the @CambridgeZero Climate Change Festival!  This week's themes: Mon 9th: energy transitions Tue 10th: zero-carbon transport Wed 11th: nature Thu 12th: adaptation &amp; resilience Fri 13th: finance   Find out more: https://t.co/aMmeqtN3Ob @CambridgeUP #CamFest2020 #ClimateChange,1.5810300000000002,positive,"[{'text': 'CamFest2020', 'indices': [257, 269]}, {'text': 'ClimateChange', 'indices': [270, 284]}]",16,9,2020-11-09 12:26:12,Cambridge_Uni,565661,"Cambridge, England"
.@EnergyImpact_  further cemented its commitments to fighting climate change and advancing #ESG integration best practices in private equity by joining the Initiative Climat International (iCI) consortium. #climatechange #sustainable #future #esginvesting https://t.co/lz6w4OuefB,0.8488500000000001,positive,"[{'text': 'ESG', 'indices': [91, 95]}, {'text': 'climatechange', 'indices': [206, 220]}, {'text': 'sustainable', 'indices': [221, 233]}, {'text': 'future', 'indices': [234, 241]}, {'text': 'esginvesting', 'indices': [242, 255]}]",0,0,2020-11-09 12:26:07,EnergyImpact_,2671,"New York, NY"
Loss and damage are #climatechange impacts that can’t be avoided by neither mitigation nor adaptation.   Art. 12 of the #ParisAgreement calls for #youth and public participation in  its achievement based on Art. 6 of #unfccc  Why #youth? Why #Now?  #LDYC2020 #YOUTHVOICEMATTER https://t.co/t3mqs7SJ64,-0.97659,negative,"[{'text': 'climatechange', 'indices': [20, 34]}, {'text': 'ParisAgreement', 'indices': [120, 135]}, {'text': 'youth', 'indices': [146, 152]}, {'text': 'unfccc', 'indices': [217, 224]}, {'text': 'youth', 'indices': [230, 236]}, {'text': 'Now', 'indices': [242, 246]}, {'text': 'LDYC2020', 'indices': [249, 258]}, {'text': 'YOUTHVOICEMATTER', 'indices': [259, 276]}]",1,0,2020-11-09 12:26:02,LossDamageYouth,35,
"Merkel: US, Germany must stand together on #climatechange   https://t.co/sahbNCJcqd",0.30442,neutral,"[{'text': 'climatechange', 'indices': [43, 57]}]",28,1,2020-11-09 12:24:44,progressivepush,70074,USA
@ScottDuncanWX @GretaThunberg Is Only the Begininng! #AlBayda #Libya #ClimateChange,0.07538,neutral,"[{'text': 'AlBayda', 'indices': [53, 61]}, {'text': 'Libya', 'indices': [62, 68]}, {'text': 'ClimateChange', 'indices': [69, 83]}]",0,0,2020-11-09 12:24:22,BlueRiv88891964,471,
JJFH Event Update For 2020-11-07 https://t.co/saA1mBq7qK #JJFHypothesis #Extinction #Atmosphere #Environment #ClimateChange #Methane #H2S #Fires #Explosions #Coast #Death #Flooding #Arctic #Heatwave #DryOrDie https://t.co/cra7ctsQm2,0.0,neutral,"[{'text': 'JJFHypothesis', 'indices': [57, 71]}, {'text': 'Extinction', 'indices': [72, 83]}, {'text': 'Atmosphere', 'indices': [84, 95]}, {'text': 'Environment', 'indices': [96, 108]}, {'text': 'ClimateChange', 'indices': [109, 123]}, {'text': 'Methane', 'indices': [124, 132]}, {'text': 'H2S', 'indices': [133, 137]}, {'text': 'Fires', 'indices': [138, 144]}, {'text': 'Explosions', 'indices': [145, 156]}, {'text': 'Coast', 'indices': [157, 163]}, {'text': 'Death', 'indices': [164, 170]}, {'text': 'Flooding', 'indices': [171, 180]}, {'text': 'Arctic', 'indices': [181, 188]}, {'text': 'Heatwave', 'indices': [189, 198]}, {'text': 'DryOrDie', 'indices': [199, 208]}]",0,0,2020-11-09 12:24:15,JJFHypothesis,28,"St Louis, MO"
👊Hey Resistance we need a full investment in our grid infrastructure⁉️ #Jobs How do we pay for this💲 A carbon tax on big users❓ Utilities to pay for this upgrade❓ Incentives for these 💲 #Ideas #Agenda #ComeTogether #RenewableEnergy #climatechange #virus https://t.co/lxId9bjzwt,0.8038099999999999,positive,"[{'text': 'Jobs', 'indices': [71, 76]}, {'text': 'Ideas', 'indices': [186, 192]}, {'text': 'Agenda', 'indices': [193, 200]}, {'text': 'ComeTogether', 'indices': [201, 214]}, {'text': 'RenewableEnergy', 'indices': [215, 231]}, {'text': 'climatechange', 'indices': [232, 246]}, {'text': 'virus', 'indices': [247, 253]}]",1,0,2020-11-09 12:23:34,TheTribune2020,229,"Washington, DC"
The IPPR think-tank estimates that UK Government is allocating just £4bn annually to initiatives designed to reverse nature loss and tackle climate change. #climatechange #IPPR https://t.co/0hm3Glsic6,0.016170000000000018,neutral,"[{'text': 'climatechange', 'indices': [156, 170]}, {'text': 'IPPR', 'indices': [171, 176]}]",0,0,2020-11-09 12:22:26,Mark_Sait,840,Bury St Edmunds
Thankyou @TurnbullMalcolm for your comments on the Murdochracy and #climatechange denial &amp; democracy on #QandA,-0.13451999999999997,neutral,"[{'text': 'climatechange', 'indices': [67, 81]}, {'text': 'QandA', 'indices': [108, 114]}]",6,0,2020-11-09 12:22:26,BattamsSamantha,882,"Kaurna land,Adelaide Australia"
"Planting new forests is recognized as a powerful natural climate solution, but the best way to achieve this is still a matter for debate. What if natural regeneration was simply the key? via @wef  #biodiversity #trees #climatechange #conservation #forest  https://t.co/hkS8NTpBNE",2.00094,positive,"[{'text': 'biodiversity', 'indices': [197, 210]}, {'text': 'trees', 'indices': [211, 217]}, {'text': 'climatechange', 'indices': [218, 232]}, {'text': 'conservation', 'indices': [233, 246]}, {'text': 'forest', 'indices': [247, 254]}]",0,0,2020-11-09 12:22:07,celine_barto,90,Geneva
looks like Florida is turning blue afterall... #EtaStorm #climatechange #science #Karma #2020,0.58188,positive,"[{'text': 'EtaStorm', 'indices': [47, 56]}, {'text': 'climatechange', 'indices': [57, 71]}, {'text': 'science', 'indices': [72, 80]}, {'text': 'Karma', 'indices': [81, 87]}]",0,0,2020-11-09 12:21:36,ramonathemona,279,"New York, NY"
Boroughs like Hackney in East London are now demanding a ‘timber first’ policy when it comes to building specifications #TimeForTimber #NetZeroHero #NetZero2050 #ClimateChange https://t.co/fZi7TQRqL6,0.40589,neutral,"[{'text': 'TimeForTimber', 'indices': [120, 134]}, {'text': 'NetZeroHero', 'indices': [135, 147]}, {'text': 'NetZero2050', 'indices': [148, 160]}, {'text': 'ClimateChange', 'indices': [161, 175]}]",0,0,2020-11-09 12:21:32,TimeForTimber,224,
"@TurnbullMalcolm Malcolm at his brilliant best. #qanda #MurdochRoyalCommision #climatechange Australia is blessed, Malcolm has regained his voice.",0.64658,positive,"[{'text': 'qanda', 'indices': [48, 54]}, {'text': 'MurdochRoyalCommision', 'indices': [55, 77]}, {'text': 'climatechange', 'indices': [78, 92]}]",2,0,2020-11-09 12:21:22,justoneopinion1,82,Australia
Slightly encouraging news... but still not good enough. #climatechange https://t.co/H8lhJm59NA,0.9573600000000001,positive,"[{'text': 'climatechange', 'indices': [56, 70]}]",0,0,2020-11-09 12:21:05,Mathres,105,Global
The COVID response fund is borrowed from children's future. We owe it to them to ensure this is serving their needs and the longer-term effects of #ClimateChange.  READ 3 key takeaways from our last #LeadingMinds on #COVID19 and the #ClimateCrisis 👉 https://t.co/cgoEhMBpQs https://t.co/yTwNzdEQaC,0.49888,neutral,"[{'text': 'ClimateChange', 'indices': [147, 161]}, {'text': 'LeadingMinds', 'indices': [199, 212]}, {'text': 'COVID19', 'indices': [216, 224]}, {'text': 'ClimateCrisis', 'indices': [233, 247]}]",1,0,2020-11-09 12:21:00,UNICEFInnocenti,31623,"Florence, Italy"
Interesting read regarding the UK 10-point plan on #climatechange ...  https://t.co/hlzUzXnMuE,1.00131,positive,"[{'text': 'climatechange', 'indices': [51, 65]}]",0,0,2020-11-09 12:20:28,climate_venture,59,
"Since #japan has difficulties w/ solar, wind generation they may be turning to #hydrogen to fulfill their #energy needs 👉only prob is that hydrogen prod from fossil is cheaper than that from #renewables  #RenewableEnergy #climatechange #investing #investments #oott #energy #oil https://t.co/jlSuvIxEZt",1.3607299999999998,positive,"[{'text': 'japan', 'indices': [6, 12]}, {'text': 'hydrogen', 'indices': [79, 88]}, {'text': 'energy', 'indices': [106, 113]}, {'text': 'renewables', 'indices': [191, 202]}, {'text': 'RenewableEnergy', 'indices': [204, 220]}, {'text': 'climatechange', 'indices': [221, 235]}, {'text': 'investing', 'indices': [236, 246]}, {'text': 'investments', 'indices': [247, 259]}, {'text': 'oott', 'indices': [260, 265]}, {'text': 'energy', 'indices': [266, 273]}, {'text': 'oil', 'indices': [274, 278]}]",0,0,2020-11-09 12:20:10,QContrarian,1236,United States
"Backing old technology, and then backing the world will continue to also to be run on fear, hate and coal is too much for any statistician. It’s parlaying loser after loser. In the end Australia will be a stranded asset #auspol #climatechange #uselection #coalvsclimate",0.5071000000000001,positive,"[{'text': 'auspol', 'indices': [220, 227]}, {'text': 'climatechange', 'indices': [228, 242]}, {'text': 'uselection', 'indices': [243, 254]}, {'text': 'coalvsclimate', 'indices': [255, 269]}]",0,0,2020-11-09 12:16:59,SimonCrowe12,221,Australia
Rulers delay real climate action while scientists warn of global devastation #climatechange   https://t.co/aBlVOmRclX https://t.co/RVj7ICnkDH,-0.25131000000000003,negative,"[{'text': 'climatechange', 'indices': [77, 91]}]",1,1,2020-11-09 12:16:44,socialistworker,30953,London
Bank of England governor Andrew Bailey: Bank of England was right to prioritise Covid over climate change https://t.co/b67rUQYwnG #climatechange #BoE #Covid #GreenFinanceSummit,1.1610800000000001,positive,"[{'text': 'climatechange', 'indices': [130, 144]}, {'text': 'BoE', 'indices': [145, 149]}, {'text': 'Covid', 'indices': [150, 156]}, {'text': 'GreenFinanceSummit', 'indices': [157, 176]}]",0,0,2020-11-09 12:15:50,AliceHaine,3244,London
"#ClimateChange is a dangerous &amp; current issue for our world, &amp; unfortunately, it has more impact on the African continent than anywhere else. A lot of efforts have been taken to prevent #ClimateChange &amp; to tackle the impact of #ClimateChange in Africa. Where is the Solution?",0.07200000000000001,neutral,"[{'text': 'ClimateChange', 'indices': [0, 14]}, {'text': 'ClimateChange', 'indices': [194, 208]}, {'text': 'ClimateChange', 'indices': [239, 253]}]",2,0,2020-11-09 12:15:16,OlumideIDOWU,37591,Africa
‘The world economy is in crisis for the second time in just over a decade - and has no answer to rising poverty and unemployment. How will it cope with the impending mega-crisis of #ClimateChange?’ Bryn Glover on the failure of capitalism https://t.co/ZS4W8hgeKB,-2.1692299999999998,negative,"[{'text': 'ClimateChange', 'indices': [181, 195]}]",0,0,2020-11-09 12:15:13,green_socialism,62,
Got a birthday coming up? 🎂🎈🎁  Use your special day to give back to the planet we all share! Donate your birthday to #EarthDay with a Facebook fundraiser. 🌏🌍🌎  Every dollar gifted will help our global campaigns to fight #climatechange ➡️ https://t.co/Mqj3SRfrVu,3.3818500000000005,positive,"[{'text': 'EarthDay', 'indices': [117, 126]}, {'text': 'climatechange', 'indices': [220, 234]}]",7,1,2020-11-09 12:15:12,EarthDayNetwork,156027,"Washington, DC"
"It’s time for public and private #finance to invest in #nature.  Join @WWF TOMORROW, Nov 10, 11.45 GMT at #GreenHorizonSummit for 'Is Nature the Next Frontier?' to find out why just focusing on #climatechange won't deliver #netzero  https://t.co/AmxdOR2mzt #GHS2020 @HelenAvery123 https://t.co/CzOcwbwZmF",1.8693099999999998,positive,"[{'text': 'finance', 'indices': [33, 41]}, {'text': 'nature', 'indices': [55, 62]}, {'text': 'GreenHorizonSummit', 'indices': [106, 125]}, {'text': 'climatechange', 'indices': [194, 208]}, {'text': 'netzero', 'indices': [223, 231]}, {'text': 'GHS2020', 'indices': [257, 265]}]",5,0,2020-11-09 12:15:08,WWFLeadFinance,1357,"Washington, DC"
